ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
104866,Michelle Perry,Female,25.0,172 cm,58 kg,,USA,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104871,Michaela Hejnová,Female,24.0,168 cm,61 kg,,CZE,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104870,Janice Josephs,Female,22.0,165 cm,54 kg,,RSA,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104874,Shen Shengfei,Female,24.0,172 cm,74 kg,,CHN,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104875,Tatyana Gordeyeva,Female,31.0,180 cm,67 kg,,RUS,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104877,J. J. Shobha,Female,26.0,167 cm,60 kg,,IND,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104877,J. J. Shobha,Female,30.0,167 cm,60 kg,,IND,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",
104879,Kylie Wheeler,Female,24.0,180 cm,64 kg,,AUS,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104879,Kylie Wheeler,Female,28.0,180 cm,64 kg,,AUS,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",
104868,Carolina Klüft,Female,21.0,178 cm,65 kg,,SWE,2004 Summer Olympics,2004,Summer,,Athletics,"Long Jump, Women",
104868,Carolina Klüft,Female,21.0,178 cm,65 kg,,SWE,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",Gold
104868,Carolina Klüft,Female,25.0,178 cm,65 kg,,SWE,2008 Summer Olympics,2008,Summer,,Athletics,"Long Jump, Women",
104868,Carolina Klüft,Female,25.0,178 cm,65 kg,,SWE,2008 Summer Olympics,2008,Summer,,Athletics,"Triple Jump, Women",
104872,Margaret Simpson,Female,23.0,162 cm,59 kg,,GHA,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104872,Margaret Simpson,Female,31.0,162 cm,59 kg,,GHA,2012 Summer Olympics,2012,Summer,,Athletics,"Heptathlon, Women",
104869,Kelly Sotherton,Female,28.0,178 cm,66 kg,,GBR,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",Bronze
104869,Kelly Sotherton,Female,32.0,178 cm,66 kg,Great Britain,GBR,2008 Summer Olympics,2008,Summer,,Athletics,"4 × 400 metres Relay, Women",Bronze
104869,Kelly Sotherton,Female,32.0,178 cm,66 kg,,GBR,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",Bronze
104878,Marie Collonvillé,Female,31.0,163 cm,56 kg,,FRA,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104878,Marie Collonvillé,Female,35.0,163 cm,56 kg,,FRA,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",
104884,Magdalena Szczepańska,Female,24.0,178 cm,62 kg,,POL,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104880,Nataliya Dobrynska,Female,22.0,182 cm,70 kg,,UKR,2004 Summer Olympics,2004,Summer,,Athletics,"Heptathlon, Women",
104880,Nataliya Dobrynska,Female,26.0,182 cm,70 kg,,UKR,2008 Summer Olympics,2008,Summer,,Athletics,"Heptathlon, Women",Gold
