ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
130020,Irina Embrich,Female,36.0,170 cm,54 kg,,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Individual, Women",
130020,Irina Embrich,Female,36.0,170 cm,54 kg,Estonia,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130020,Irina Embrich,Female,40.0,170 cm,54 kg,Estonia,EST,2020 Summer Olympics,2020,Summer,,Fencing,"Épée, Team, Women",Gold
130019,Erika Kirpu,Female,24.0,174 cm,61 kg,,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Individual, Women",
130019,Erika Kirpu,Female,24.0,174 cm,61 kg,Estonia,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130019,Erika Kirpu,Female,28.0,174 cm,61 kg,,EST,2020 Summer Olympics,2020,Summer,,Fencing,"Épée, Individual, Women",
130019,Erika Kirpu,Female,28.0,174 cm,61 kg,Estonia,EST,2020 Summer Olympics,2020,Summer,,Fencing,"Épée, Team, Women",Gold
130021,Julia Beljajeva,Female,24.0,176 cm,70 kg,,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Individual, Women",
130021,Julia Beljajeva,Female,24.0,176 cm,70 kg,Estonia,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130021,Julia Beljajeva,Female,28.0,176 cm,70 kg,,EST,2020 Summer Olympics,2020,Summer,,Fencing,"Épée, Individual, Women",
130021,Julia Beljajeva,Female,28.0,176 cm,70 kg,Estonia,EST,2020 Summer Olympics,2020,Summer,,Fencing,"Épée, Team, Women",Gold
130022,Kristina Kuusk,Female,31.0,180 cm,74 kg,Estonia,EST,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130024,Kätlin Tammiste,Female,20.0,169 cm,63 kg,Anna Maria Sepp,EST,2016 Summer Olympics,2016,Summer,,Sailing,"Skiff, Women",
130023,Anna Maria Sepp,Female,20.0,172 cm,64 kg,Kätlin Tammiste,EST,2016 Summer Olympics,2016,Summer,,Sailing,"Skiff, Women",
130025,Maria Romanjuk,Female,20.0,169 cm,65 kg,,EST,2016 Summer Olympics,2016,Summer,,Swimming (Aquatics),"100 metres Breaststroke, Women",
130026,Kaidi Kivioja,Female,23.0,176 cm,61 kg,,EST,2016 Summer Olympics,2016,Summer,,Triathlon,"Olympic Distance, Women",
130026,Kaidi Kivioja,Female,27.0,176 cm,61 kg,,EST,2020 Summer Olympics,2020,Summer,,Triathlon,"Olympic Distance, Women",
130027,Epp Mäe,Female,24.0,169 cm,76 kg,,EST,2016 Summer Olympics,2016,Summer,,Wrestling,"Heavyweight, Freestyle, Women",
130027,Epp Mäe,Female,28.0,169 cm,76 kg,,EST,2020 Summer Olympics,2020,Summer,,Wrestling,"Heavyweight, Freestyle, Women",
130028,Ababel Yeshaneh,Female,25.0,165 cm,54 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"5,000 metres, Women",
130030,Askale Tiksa,Female,22.0,165 cm,52 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"20 kilometres Race Walk, Women",
130029,Almaz Ayana,Female,25.0,166 cm,47 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"5,000 metres, Women",Bronze
130029,Almaz Ayana,Female,25.0,166 cm,47 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"10,000 metres, Women",Gold
130032,Dawit Seyaum,Female,20.0,161 cm,49 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"1,500 metres, Women",
130031,Besu Sado,Female,20.0,172 cm,56 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"1,500 metres, Women",
130034,Habitam Alemu,Female,19.0,171 cm,52 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"800 metres, Women",
130034,Habitam Alemu,Female,23.0,171 cm,52 kg,,ETH,2020 Summer Olympics,2020,Summer,,Athletics,"800 metres, Women",
130035,Senbere Teferi,Female,21.0,168 cm,52 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"5,000 metres, Women",
130035,Senbere Teferi,Female,25.0,168 cm,52 kg,,ETH,2020 Summer Olympics,2020,Summer,,Athletics,"5,000 metres, Women",
130036,Tigst Assefa,Female,22.0,168 cm,53 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"800 metres, Women",
130033,Gudaf Tsegay,Female,19.0,163 cm,50 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"800 metres, Women",
130033,Gudaf Tsegay,Female,23.0,163 cm,50 kg,,ETH,2020 Summer Olympics,2020,Summer,,Athletics,"5,000 metres, Women",Bronze
130037,Tigist Tufa,Female,29.0,,,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"Marathon, Women",
130039,Yehualeye Beletew,Female,18.0,165 cm,52 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"20 kilometres Race Walk, Women",
130039,Yehualeye Beletew,Female,22.0,165 cm,52 kg,,ETH,2020 Summer Olympics,2020,Summer,,Athletics,"20 kilometres Race Walk, Women",
130038,Tirfi Tsegaye,Female,32.0,162 cm,52 kg,,ETH,2016 Summer Olympics,2016,Summer,,Athletics,"Marathon, Women",
130040,Rahel Gebresilassie,Female,21.0,160 cm,55 kg,,ETH,2016 Summer Olympics,2016,Summer,,Swimming (Aquatics),"50 metres Freestyle, Women",
130042,Ana Roqica,Female,28.0,162 cm,55 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130042,Ana Roqica,Female,32.0,162 cm,55 kg,Fiji,FIJ,2020 Summer Olympics,2020,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",Bronze
130044,Lavenia Tinai,Female,26.0,165 cm,57 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130044,Lavenia Tinai,Female,30.0,165 cm,57 kg,Fiji,FIJ,2020 Summer Olympics,2020,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",Bronze
130043,Asena Rokomarama,Female,20.0,160 cm,58 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130041,Sisilia Seavula,Female,21.0,,,,FIJ,2016 Summer Olympics,2016,Summer,,Athletics,"100 metres, Women",
130049,Rebecca Tavo,Female,33.0,172 cm,75 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130045,Litia Naiqato,Female,29.0,180 cm,76 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130047,Merewai Cumu,Female,19.0,174 cm,73 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130046,Luisa Tisolo,Female,25.0,175 cm,63 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130048,Raijieli Daveua,Female,24.0,69 kg,,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130048,Raijieli Daveua,Female,28.0,69 kg,,Fiji,FIJ,2020 Summer Olympics,2020,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",Bronze
130051,Tima Ravisa,Female,28.0,160 cm,55 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130050,Rusila Nagasau,Female,29.0,175 cm,80 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130050,Rusila Nagasau,Female,33.0,175 cm,80 kg,Fiji,FIJ,2020 Summer Olympics,2020,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",Bronze
130052,Tima Tamoi,Female,29.0,175 cm,70 kg,Fiji,FIJ,2016 Summer Olympics,2016,Summer,,Rugby Sevens (Rugby),"Rugby Sevens, Women",
130054,Sally Yee,Female,15.0,84 kg,,,FIJ,2016 Summer Olympics,2016,Summer,,Table Tennis,"Singles, Women",
130054,Sally Yee,Female,19.0,84 kg,,,FIJ,2020 Summer Olympics,2020,Summer,,Table Tennis,"Singles, Women",
130056,Taru Kuoppa,Female,33.0,173 cm,63 kg,,FIN,2016 Summer Olympics,2016,Summer,,Archery,"Individual, Women",
130055,Apolonia Vaivai,Female,25.0,153 cm,69 kg,,FIJ,2016 Summer Olympics,2016,Summer,,Weightlifting,"Light-Heavyweight, Women",
130061,Nooralotta Neziri,Female,24.0,173 cm,63 kg,,FIN,2016 Summer Olympics,2016,Summer,,Athletics,"100 metres Hurdles, Women",
130060,Linda Sandblom,Female,27.0,176 cm,62 kg,,FIN,2016 Summer Olympics,2016,Summer,,Athletics,"High Jump, Women",
130057,Anne-Mari Hyryläinen,Female,38.0,168 cm,50 kg,,FIN,2016 Summer Olympics,2016,Summer,,Athletics,"Marathon, Women",
130063,Nanna Vainio,Female,25.0,170 cm,60 kg,,FIN,2016 Summer Olympics,2016,Summer,,Badminton,"Singles, Women",
130062,Wilma Murto,Female,18.0,181 cm,68 kg,,FIN,2016 Summer Olympics,2016,Summer,,Athletics,"Pole Vault, Women",
130062,Wilma Murto,Female,22.0,181 cm,68 kg,,FIN,2020 Summer Olympics,2020,Summer,,Athletics,"Pole Vault, Women",
130059,Kristiina Mäkelä,Female,24.0,185 cm,68 kg,,FIN,2016 Summer Olympics,2016,Summer,,Athletics,"Triple Jump, Women",
130059,Kristiina Mäkelä,Female,28.0,185 cm,68 kg,,FIN,2020 Summer Olympics,2020,Summer,,Athletics,"Triple Jump, Women",
130066,Noora Tamminen,Female,26.0,169 cm,59 kg,,FIN,2016 Summer Olympics,2016,Summer,,Golf,"Individual, Women",
130065,Lotta Lepistö,Female,27.0,164 cm,58 kg,,FIN,2016 Summer Olympics,2016,Summer,,Cycling Road (Cycling),"Road Race, Individual, Women",
130065,Lotta Lepistö,Female,27.0,164 cm,58 kg,,FIN,2016 Summer Olympics,2016,Summer,,Cycling Road (Cycling),"Individual Time Trial, Women",
130064,Mira Potkonen,Female,36.0,165 cm,60 kg,,FIN,2016 Summer Olympics,2016,Summer,,Boxing,"Lightweight, Women",Bronze
130064,Mira Potkonen,Female,40.0,165 cm,60 kg,,FIN,2020 Summer Olympics,2020,Summer,,Boxing,"Lightweight, Women",Bronze
130068,Katja Volkova,Female,19.0,168 cm,48 kg,,FIN,2016 Summer Olympics,2016,Summer,,Rhythmic Gymnastics (Gymnastics),"Individual, Women",
130067,Ursula Wikström,Female,36.0,166 cm,55 kg,,FIN,2016 Summer Olympics,2016,Summer,,Golf,"Individual, Women",
130069,Camilla Cedercreutz,Female,23.0,167 cm,66 kg,Noora Ruskola,FIN,2016 Summer Olympics,2016,Summer,,Sailing,"Skiff, Women",
130070,Noora Ruskola,Female,22.0,154 cm,53 kg,Camilla Cedercreutz,FIN,2016 Summer Olympics,2016,Summer,,Sailing,"Skiff, Women",
130071,Mimosa Jallow,Female,22.0,176 cm,63 kg,,FIN,2016 Summer Olympics,2016,Summer,,Swimming (Aquatics),"100 metres Backstroke, Women",
130071,Mimosa Jallow,Female,22.0,176 cm,63 kg,Finland,FIN,2016 Summer Olympics,2016,Summer,,Swimming (Aquatics),"4 × 100 metres Medley Relay, Women",
130071,Mimosa Jallow,Female,26.0,176 cm,63 kg,,FIN,2020 Summer Olympics,2020,Summer,,Swimming (Aquatics),"100 metres Backstroke, Women",
130073,Anni Vuohijoki,Female,28.0,162 cm,66 kg,,FIN,2016 Summer Olympics,2016,Summer,,Weightlifting,"Middleweight, Women",
130072,Tanja Kylliäinen,Female,23.0,155 cm,57 kg,,FIN,2016 Summer Olympics,2016,Summer,,Swimming (Aquatics),"200 metres Individual Medley, Women",
130072,Tanja Kylliäinen,Female,23.0,155 cm,57 kg,,FIN,2016 Summer Olympics,2016,Summer,,Swimming (Aquatics),"400 metres Individual Medley, Women",
130074,Petra Olli,Female,16.0,163 cm,64 kg,,FIN,2010 Summer Youth Olympics,2010,Summer,,Wrestling,"≤46 kilograms, Freestyle, Girls",Bronze
130074,Petra Olli,Female,22.0,163 cm,64 kg,,FIN,2016 Summer Olympics,2016,Summer,,Wrestling,"Lightweight, Freestyle, Women",
130076,Alexandra Tavernier,Female,23.0,170 cm,82 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"Hammer Throw, Women",
130076,Alexandra Tavernier,Female,27.0,170 cm,82 kg,,FRA,2020 Summer Olympics,2020,Summer,,Athletics,"Hammer Throw, Women",
130079,Céline Distel-Bonnet,Female,29.0,170 cm,69 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"4 × 100 metres Relay, Women",
130080,Cindy Billaud,Female,30.0,167 cm,59 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"100 metres Hurdles, Women",
130077,Brigitte Ntiamoah,Female,22.0,172 cm,66 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"4 × 400 metres Relay, Women",
130077,Brigitte Ntiamoah,Female,26.0,172 cm,66 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Athletics,"4 × 400 metres Relay, Women",
130082,Émilie Menuet,Female,25.0,155 cm,44 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"20 kilometres Race Walk, Women",
130084,Jeanine Assani Issouf,Female,24.0,170 cm,53 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"Triple Jump, Women",
130083,Floriane Gnafoua,Female,20.0,158 cm,60 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"4 × 100 metres Relay, Women",
130086,Justine Fedronic,Female,25.0,168 cm,54 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"800 metres, Women",
130090,Rénelle Lamote,Female,23.0,165 cm,59 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"800 metres, Women",
130090,Rénelle Lamote,Female,27.0,165 cm,59 kg,,FRA,2020 Summer Olympics,2020,Summer,,Athletics,"800 metres, Women",
130091,Sandra Gomis,Female,33.0,165 cm,53 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"100 metres Hurdles, Women",
130088,Mathilde Andraud,Female,27.0,173 cm,70 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"Javelin Throw, Women",
130092,Stella Akakpo,Female,22.0,166 cm,60 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"4 × 100 metres Relay, Women",
130089,Pauline Pousse,Female,29.0,184 cm,64 kg,,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"Discus Throw, Women",
130085,Jennifer Galais,Female,24.0,169 cm,59 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Athletics,"4 × 100 metres Relay, Women",
130094,Héléna Ciak,Female,27.0,197 cm,89 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130094,Héléna Ciak,Female,31.0,197 cm,89 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Basketball (Basketball),"Basketball, Women",Bronze
130093,Gaëlle Skrela,Female,33.0,177 cm,70 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130095,Laëtitia Kamba,Female,29.0,187 cm,78 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130096,Marielle Amant,Female,27.0,190 cm,84 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130101,Delphine Lansac,Female,21.0,169 cm,60 kg,,FRA,2016 Summer Olympics,2016,Summer,,Badminton,"Singles, Women",
130102,Estelle Mossely,Female,24.0,168 cm,60 kg,,FRA,2016 Summer Olympics,2016,Summer,,Boxing,"Lightweight, Women",Gold
130097,Marine Johannès,Female,21.0,177 cm,61 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130097,Marine Johannès,Female,25.0,177 cm,61 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Basketball (Basketball),"Basketball, Women",Bronze
130103,Sarah Ourahmoune,Female,34.0,158 cm,51 kg,,FRA,2016 Summer Olympics,2016,Summer,,Boxing,"Flyweight, Women",Silver
130098,Olivia Époupa,Female,22.0,164 cm,53 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130100,Valériane Ayayi-Vukosavljević,Female,22.0,184 cm,72 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130100,Valériane Ayayi-Vukosavljević,Female,26.0,184 cm,72 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Basketball (Basketball),"Basketball, Women",Bronze
130099,Sarah Michel,Female,27.0,180 cm,65 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Basketball (Basketball),"Basketball, Women",
130099,Sarah Michel,Female,31.0,180 cm,65 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Basketball (Basketball),"Basketball, Women",Bronze
130104,Amandine Lhote,Female,30.0,168 cm,64 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 500 metres, Women",
130105,Léa Jamelot,Female,24.0,168 cm,65 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 500 metres, Women",
130105,Léa Jamelot,Female,28.0,168 cm,65 kg,,FRA,2020 Summer Olympics,2020,Summer,,Canoe Sprint (Canoeing),"Kayak Singles, 200 metres, Women",
130105,Léa Jamelot,Female,28.0,168 cm,65 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 500 metres, Women",
130106,Manon Hostens,Female,16.0,169 cm,62 kg,,FRA,2010 Summer Youth Olympics,2010,Summer,,Canoe Sprint (Canoeing),"Kayak Singles, Head to Head, Girls",
130106,Manon Hostens,Female,16.0,169 cm,62 kg,,FRA,2010 Summer Youth Olympics,2010,Summer,,Canoe Sprint (Canoeing),"Kayak Singles, Obstacle Slalom, Girls",
130106,Manon Hostens,Female,22.0,169 cm,62 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 500 metres, Women",
130106,Manon Hostens,Female,26.0,169 cm,62 kg,,FRA,2020 Summer Olympics,2020,Summer,,Canoe Sprint (Canoeing),"Kayak Singles, 500 metres, Women",
130106,Manon Hostens,Female,26.0,169 cm,62 kg,Sarah Guyot,FRA,2020 Summer Olympics,2020,Summer,,Canoe Sprint (Canoeing),"Kayak Doubles, 500 metres, Women",
130106,Manon Hostens,Female,26.0,169 cm,62 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 500 metres, Women",
130107,Marie-Zélia Lafont,Female,29.0,171 cm,63 kg,,FRA,2016 Summer Olympics,2016,Summer,,Canoe Slalom (Canoeing),"Kayak Singles, Slalom, Women",
130107,Marie-Zélia Lafont,Female,33.0,171 cm,63 kg,,FRA,2020 Summer Olympics,2020,Summer,,Canoe Slalom (Canoeing),"Kayak Singles, Slalom, Women",
130108,Sarah Troël,Female,30.0,175 cm,71 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Canoe Sprint (Canoeing),"Kayak Fours, 500 metres, Women",
130109,Laurie Berthon,Female,25.0,169 cm,69 kg,,FRA,2016 Summer Olympics,2016,Summer,,Cycling Track (Cycling),"Omnium, Women",
130111,Perrine Clauzel,Female,22.0,155 cm,47 kg,,FRA,2016 Summer Olympics,2016,Summer,,Cycling Mountain Bike (Cycling),"Cross-Country, Women",
130110,Manon Valentino,Female,26.0,172 cm,64 kg,,FRA,2016 Summer Olympics,2016,Summer,,Cycling BMX Racing (Cycling),"BMX, Women",
130110,Manon Valentino,Female,30.0,172 cm,64 kg,,FRA,2020 Summer Olympics,2020,Summer,,Cycling BMX Racing (Cycling),"BMX, Women",
130113,Stéphanie Brieussel,Female,42.0,169 cm,55 kg,Amorak,FRA,2016 Summer Olympics,2016,Summer,,Equestrian Dressage (Equestrian),"Individual, Open",
130113,Stéphanie Brieussel,Female,42.0,169 cm,55 kg,Amorak / France,FRA,2016 Summer Olympics,2016,Summer,,Equestrian Dressage (Equestrian),"Team, Open",
130112,Laura Marino,Female,23.0,168 cm,55 kg,,FRA,2016 Summer Olympics,2016,Summer,,Diving (Aquatics),"Platform, Women",
130114,Auriane Mallo,Female,23.0,180 cm,63 kg,,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Individual, Women",
130114,Auriane Mallo,Female,23.0,180 cm,63 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130120,Mariflo Candassamy,Female,25.0,185 cm,74 kg,,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Individual, Women",
130120,Mariflo Candassamy,Female,25.0,185 cm,74 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130118,Lauren Rembi,Female,24.0,178 cm,60 kg,,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Individual, Women",
130118,Lauren Rembi,Female,24.0,178 cm,60 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130119,Manon Brunet,Female,20.0,165 cm,55 kg,,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Sabre, Individual, Women",
130119,Manon Brunet,Female,20.0,165 cm,55 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Sabre, Team, Women",
130119,Manon Brunet,Female,24.0,165 cm,55 kg,,FRA,2020 Summer Olympics,2020,Summer,,Fencing,"Sabre, Individual, Women",Bronze
130119,Manon Brunet,Female,24.0,165 cm,55 kg,France,FRA,2020 Summer Olympics,2020,Summer,,Fencing,"Sabre, Team, Women",Silver
130117,Josetta Jacques-André-Coquin,Female,26.0,170 cm,51 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Épée, Team, Women",
130116,Charlotte Lembach,Female,28.0,164 cm,57 kg,,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Sabre, Individual, Women",
130116,Charlotte Lembach,Female,28.0,164 cm,57 kg,France,FRA,2016 Summer Olympics,2016,Summer,,Fencing,"Sabre, Team, Women",
