ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
80008,Emilio Mainoldi,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80005,Romagnoso Cantoni,Male,31.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80006,L. De Floriani,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80012,Renno,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80007,Cesare Liverziani,Male,28.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Free Pistol, 25 metres, Men",
80007,Cesare Liverziani,Male,28.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Free Pistol, 50 metres, Men",
80007,Cesare Liverziani,Male,28.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Revolver, 1873-1874 Gras Model, 20 metres, Men",
80007,Cesare Liverziani,Male,28.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Revolver, 20 metres, Men",
80007,Cesare Liverziani,Male,28.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Dueling Pistol Au Visé 20 metres, Men",Silver
80007,Cesare Liverziani,Male,28.0,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Dueling Pistol Au Commandement, 25 metres, Men",
80001,P. Toio,Male,,,,"Marinai della nave da guerra ""Varese""",ITA,1906  Intercalated Games,1906,,,Rowing,"6-Man Naval Rowing Boats, Men",Gold
80011,R. Pastorino,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80004,G. Bortolato,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80009,J. Marucci,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80003,Riccardo Zardinoni,Male,23.0,,,Bucintoro Venezia,ITA,1906  Intercalated Games,1906,,,Rowing,"Coxed Fours, Men",Gold
80002,G. Zannino,Male,,,,"Marinai della nave da guerra ""Varese""",ITA,1906  Intercalated Games,1906,,,Rowing,"17-Man Naval Rowing Boats, Men",Bronze
80013,L. Vignola,Male,,,,,ITA,1906  Intercalated Games,1906,,,Shooting,"Military Rifle, Kneeling Or Standing, 300 metres, Men",
80014,Tullio Camillotti,Male,26.0,175 cm,98 kg,,ITA,1906  Intercalated Games,1906,,,Weightlifting,"Unlimited, One Hand, Men",Silver
80014,Tullio Camillotti,Male,26.0,175 cm,98 kg,,ITA,1906  Intercalated Games,1906,,,Weightlifting,"Unlimited, Two Hands, Men",
80017,Hendrik van der Grinten,Male,26.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Foil, Individual, Men",
80017,Hendrik van der Grinten,Male,26.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Individual, Men",
80017,Hendrik van der Grinten,Male,26.0,,,Netherlands,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Team, Men",
80017,Hendrik van der Grinten,Male,26.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Men",
80016,Lex van Blijenburgh,Male,29.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Foil, Individual, Men",
80016,Lex van Blijenburgh,Male,29.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Individual, Men",Bronze
80016,Lex van Blijenburgh,Male,29.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Men",
80016,Lex van Blijenburgh,Male,29.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Three Hits, Men",
80021,Gabriël Vigeveno,Male,18.0,163 cm,,,NED,1906  Intercalated Games,1906,,,Fencing,"Foil, Individual, Men",
80021,Gabriël Vigeveno,Male,18.0,163 cm,,,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Individual, Men",
80021,Gabriël Vigeveno,Male,20.0,163 cm,,,NED,1908 Summer Olympics,1908,Summer,,Fencing,"Épée, Individual, Men",
80021,Gabriël Vigeveno,Male,20.0,163 cm,,,NED,1908 Summer Olympics,1908,Summer,,Fencing,"Sabre, Individual, Men",
80023,Guus Kessler,Male,18.0,,,,NED,1906  Intercalated Games,1906,,,Tennis,"Singles, Men",
80025,Ernst Meyer,Male,,,,,SUI,1906  Intercalated Games,1906,,,Cycling Track (Cycling),"Sprint, Men",
80025,Ernst Meyer,Male,,,,,SUI,1906  Intercalated Games,1906,,,Cycling Track (Cycling),"5,000 metres, Men",
80025,Ernst Meyer,Male,,,,,SUI,1906  Intercalated Games,1906,,,Cycling Track (Cycling),"20 kilometres, Men",
80024,Gerard Scheurleer,Male,20.0,,,,NED,1906  Intercalated Games,1906,,,Tennis,"Singles, Men",
80024,Gerard Scheurleer,Male,20.0,,,Karel Beukema,NED,1906  Intercalated Games,1906,,,Tennis,"Doubles, Men",
80018,Frits Koen,Male,30.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Individual, Men",
80020,Johannes Osten,Male,27.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Foil, Individual, Men",
80020,Johannes Osten,Male,27.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Individual, Men",
80020,Johannes Osten,Male,27.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Men",
80020,Johannes Osten,Male,27.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Three Hits, Men",
80020,Johannes Osten,Male,27.0,,,Netherlands,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Team, Men",Bronze
80019,"James, Baron Melvill van Carnbée",Male,39.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Épée, Individual, Men",
80019,"James, Baron Melvill van Carnbée",Male,39.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Men",
80019,"James, Baron Melvill van Carnbée",Male,39.0,,,,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Individual, Three Hits, Men",
80019,"James, Baron Melvill van Carnbée",Male,39.0,,,Netherlands,NED,1906  Intercalated Games,1906,,,Fencing,"Sabre, Team, Men",Bronze
80022,Karel Beukema,Male,28.0,,,,NED,1906  Intercalated Games,1906,,,Tennis,"Singles, Men",
80022,Karel Beukema,Male,28.0,,,Gerard Scheurleer,NED,1906  Intercalated Games,1906,,,Tennis,"Doubles, Men",
80026,Hans Studer,Male,,,,,SUI,1906  Intercalated Games,1906,,,Cycling Road (Cycling),"Road Race, Individual, Men",
80026,Hans Studer,Male,,,,SUI,SUI,1906  Intercalated Games,1906,,,Cycling Road (Cycling),Cycling Track (Cycling),
80026,Hans Studer,Male,,,,,SUI,1906  Intercalated Games,1906,,,Cycling Road (Cycling),"Sprint, Men",
